ticket_id,employee_name,issue_description,status,exact_error_code,created_at,priority,resolution_notes,system
TKT-265594,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Open,Login Issue,2024-07-08,P2,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-393295,[REDACTED_PERSON],The system is not syncing data across devices properly.,Open,Security Concern,2022-07-02,P4,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-395046,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,In Progress,Payment Problem,2022-02-16,P2,Subscription status corrected and confirmation email sent to customer.,
TKT-331207,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Open,Bug Report,2022-11-07,P2,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-250755,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Resolved,Feature Request,2024-04-23,P2,Security settings updated and customer notified of precautionary measures.,
TKT-243269,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Resolved,Account Suspension,2024-02-13,P2,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-313455,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Open,Security Concern,2024-01-17,P3,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-264469,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Resolved,Security Concern,2024-06-22,P3,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-378810,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Open,Subscription Cancellation,2024-05-20,P2,Security settings updated and customer notified of precautionary measures.,
TKT-365857,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Closed,Security Concern,2024-02-05,P3,Bug logged internally and workaround shared with the customer.,
TKT-398865,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,In Progress,Feature Request,2023-07-31,P1,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-250519,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Resolved,Feature Request,2024-06-05,P4,Subscription status corrected and confirmation email sent to customer.,
TKT-277331,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Pending Customer,Feature Request,2023-06-14,P1,We have reset the account credentials and advised the customer to retry login.,
TKT-252263,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Pending Customer,Data Sync Issue,2022-10-14,P2,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-297713,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Open,Login Issue,2023-10-31,P4,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-245137,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,Closed,Data Sync Issue,2022-12-30,P4,Security settings updated and customer notified of precautionary measures.,
TKT-336779,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Resolved,Performance Issue,2022-06-10,P3,Data synchronization restored after backend service restart.,
TKT-302762,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Pending Customer,Security Concern,2022-10-10,P1,We have reset the account credentials and advised the customer to retry login.,
TKT-329511,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Open,Security Concern,2022-01-06,P1,Security settings updated and customer notified of precautionary measures.,
TKT-381904,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,In Progress,Login Issue,2023-04-30,P4,Security settings updated and customer notified of precautionary measures.,
TKT-234725,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Resolved,Payment Problem,2024-06-10,P1,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-379077,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Open,Refund Request,2022-08-29,P3,The issue was escalated to engineering and resolved in the latest patch.,
TKT-385916,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Open,Performance Issue,2024-05-08,P3,Data synchronization restored after backend service restart.,
TKT-367503,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,In Progress,Data Sync Issue,2024-10-15,P4,Security settings updated and customer notified of precautionary measures.,
TKT-348327,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Resolved,Security Concern,2024-06-28,P4,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-383669,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,Closed,Bug Report,2024-06-24,P4,Security settings updated and customer notified of precautionary measures.,
TKT-233545,[REDACTED_PERSON],The system is not syncing data across devices properly.,In Progress,Feature Request,2024-05-01,P4,The issue was escalated to engineering and resolved in the latest patch.,
TKT-265373,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Open,Refund Request,2022-04-13,P1,Bug logged internally and workaround shared with the customer.,
TKT-384032,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Closed,Bug Report,2023-12-25,P1,Explained billing breakdown and clarified applicable charges.,
TKT-295543,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Resolved,Bug Report,2023-09-07,P4,The issue was escalated to engineering and resolved in the latest patch.,
TKT-255146,[REDACTED_PERSON],The system is not syncing data across devices properly.,In Progress,Account Suspension,2022-08-28,P1,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-391418,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,In Progress,Refund Request,2024-01-04,P1,The issue was escalated to engineering and resolved in the latest patch.,
TKT-244995,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Open,Bug Report,2022-08-05,P3,We have reset the account credentials and advised the customer to retry login.,
TKT-305714,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Open,Bug Report,2024-08-17,P4,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-359568,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,In Progress,Performance Issue,2023-09-27,P4,The issue was escalated to engineering and resolved in the latest patch.,
TKT-279137,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,In Progress,Login Issue,2022-02-02,P2,We have reset the account credentials and advised the customer to retry login.,
TKT-295146,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,In Progress,Payment Problem,2022-05-24,P1,The issue was escalated to engineering and resolved in the latest patch.,
TKT-214520,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,In Progress,Data Sync Issue,2022-12-03,P1,Bug logged internally and workaround shared with the customer.,
TKT-274947,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Pending Customer,Refund Request,2024-09-18,P2,Data synchronization restored after backend service restart.,
TKT-291084,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Pending Customer,Subscription Cancellation,2023-05-11,P2,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-209795,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Closed,Subscription Cancellation,2022-08-02,P4,Bug logged internally and workaround shared with the customer.,
TKT-349101,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Open,Bug Report,2024-12-28,P2,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-290498,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Pending Customer,Account Suspension,2024-07-28,P3,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-324220,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Pending Customer,Feature Request,2022-06-05,P2,Data synchronization restored after backend service restart.,
TKT-270694,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Resolved,Security Concern,2022-04-03,P2,The issue was escalated to engineering and resolved in the latest patch.,
TKT-261933,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Closed,Payment Problem,2024-05-25,P4,Bug logged internally and workaround shared with the customer.,
TKT-361602,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Closed,Payment Problem,2024-07-13,P3,Explained billing breakdown and clarified applicable charges.,
TKT-382244,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Resolved,Feature Request,2024-10-01,P3,Data synchronization restored after backend service restart.,
TKT-341500,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,Closed,Refund Request,2022-12-12,P1,Bug logged internally and workaround shared with the customer.,
TKT-321688,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Open,Data Sync Issue,2024-06-23,P4,Subscription status corrected and confirmation email sent to customer.,
TKT-319026,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Open,Refund Request,2022-03-30,P3,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-214709,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Open,Account Suspension,2022-10-08,P2,Subscription status corrected and confirmation email sent to customer.,
TKT-264256,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Resolved,Subscription Cancellation,2022-09-15,P4,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-387384,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Open,Subscription Cancellation,2022-05-14,P4,The issue was escalated to engineering and resolved in the latest patch.,
TKT-269576,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Closed,Subscription Cancellation,2023-02-13,P3,We have reset the account credentials and advised the customer to retry login.,
TKT-310728,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,In Progress,Feature Request,2023-09-26,P1,Security settings updated and customer notified of precautionary measures.,
TKT-305638,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Pending Customer,Refund Request,2023-01-21,P3,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-360892,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Pending Customer,Login Issue,2023-04-24,P1,Data synchronization restored after backend service restart.,
TKT-365339,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,In Progress,Data Sync Issue,2024-01-17,P4,Subscription status corrected and confirmation email sent to customer.,
TKT-274789,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Pending Customer,Bug Report,2022-12-23,P4,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-205048,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Resolved,Login Issue,2022-08-25,P1,Security settings updated and customer notified of precautionary measures.,
TKT-277969,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Pending Customer,Security Concern,2022-12-30,P2,Bug logged internally and workaround shared with the customer.,
TKT-289288,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Pending Customer,Refund Request,2022-01-23,P3,We have reset the account credentials and advised the customer to retry login.,
TKT-297728,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Closed,Account Suspension,2023-08-27,P4,The issue was escalated to engineering and resolved in the latest patch.,
TKT-258571,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Resolved,Data Sync Issue,2024-03-19,P2,Security settings updated and customer notified of precautionary measures.,
TKT-297434,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Closed,Feature Request,2024-05-04,P4,Explained billing breakdown and clarified applicable charges.,
TKT-330066,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Closed,Account Suspension,2024-03-20,P2,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-349338,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Resolved,Bug Report,2023-04-09,P2,Data synchronization restored after backend service restart.,
TKT-326484,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,In Progress,Security Concern,2022-05-20,P3,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-356912,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Pending Customer,Security Concern,2024-06-15,P4,Security settings updated and customer notified of precautionary measures.,
TKT-356755,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,In Progress,Data Sync Issue,2022-08-11,P3,The issue was escalated to engineering and resolved in the latest patch.,
TKT-208416,[REDACTED_PERSON],The system is not syncing data across devices properly.,In Progress,Account Suspension,2022-07-08,P3,Bug logged internally and workaround shared with the customer.,
TKT-316929,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Resolved,Refund Request,2024-11-22,P1,We have reset the account credentials and advised the customer to retry login.,
TKT-363894,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Pending Customer,Performance Issue,2023-08-04,P2,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-289828,[REDACTED_PERSON],The system is not syncing data across devices properly.,Closed,Subscription Cancellation,2022-03-04,P2,The issue was escalated to engineering and resolved in the latest patch.,
TKT-375298,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Open,Security Concern,2022-06-16,P2,Subscription status corrected and confirmation email sent to customer.,
TKT-324894,[REDACTED_PERSON],The system is not syncing data across devices properly.,Open,Performance Issue,2022-09-12,P3,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-371910,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Resolved,Payment Problem,2024-04-01,P4,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-292030,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Open,Data Sync Issue,2022-03-31,P2,Data synchronization restored after backend service restart.,
TKT-221701,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Resolved,Login Issue,2022-03-10,P3,Subscription status corrected and confirmation email sent to customer.,
TKT-262318,[REDACTED_PERSON],The system is not syncing data across devices properly.,Closed,Data Sync Issue,2023-06-01,P4,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-224548,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Closed,Data Sync Issue,2022-01-21,P1,The issue was escalated to engineering and resolved in the latest patch.,
TKT-340046,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Open,Data Sync Issue,2022-01-03,P4,Explained billing breakdown and clarified applicable charges.,
TKT-359421,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Closed,Performance Issue,2024-08-06,P2,Security settings updated and customer notified of precautionary measures.,
TKT-313271,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Open,Data Sync Issue,2024-06-02,P4,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-220756,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Closed,Account Suspension,2022-06-17,P4,We have reset the account credentials and advised the customer to retry login.,
TKT-281676,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Pending Customer,Data Sync Issue,2024-01-14,P2,Security settings updated and customer notified of precautionary measures.,
TKT-258501,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Open,Bug Report,2023-10-09,P1,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-373771,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Pending Customer,Data Sync Issue,2022-03-06,P2,Explained billing breakdown and clarified applicable charges.,
TKT-330883,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Closed,Security Concern,2024-02-10,P2,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-323541,[REDACTED_PERSON],The system is not syncing data across devices properly.,Resolved,Data Sync Issue,2022-01-06,P3,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-200574,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Resolved,Bug Report,2022-01-09,P3,Subscription status corrected and confirmation email sent to customer.,
TKT-209493,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Resolved,Performance Issue,2023-05-30,P4,Security settings updated and customer notified of precautionary measures.,
TKT-342850,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Pending Customer,Login Issue,2024-07-15,P3,Security settings updated and customer notified of precautionary measures.,
TKT-344860,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Open,Performance Issue,2023-01-22,P4,Subscription status corrected and confirmation email sent to customer.,
TKT-250209,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,Pending Customer,Login Issue,2024-03-20,P2,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-212784,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,In Progress,Data Sync Issue,2023-08-10,P2,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-262265,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,In Progress,Refund Request,2023-09-18,P4,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-259063,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Closed,Security Concern,2024-06-11,P1,Security settings updated and customer notified of precautionary measures.,
TKT-325448,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,Pending Customer,Login Issue,2023-04-08,P1,The issue was escalated to engineering and resolved in the latest patch.,
TKT-302610,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Resolved,Account Suspension,2022-03-27,P3,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-351926,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,Closed,Refund Request,2022-01-25,P4,Security settings updated and customer notified of precautionary measures.,
TKT-234906,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Resolved,Feature Request,2022-03-18,P2,Security settings updated and customer notified of precautionary measures.,
TKT-208170,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Pending Customer,Data Sync Issue,2023-12-27,P3,The issue was escalated to engineering and resolved in the latest patch.,
TKT-337039,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,Pending Customer,Subscription Cancellation,2022-05-18,P3,Data synchronization restored after backend service restart.,
TKT-277404,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Pending Customer,Subscription Cancellation,2022-11-17,P4,Subscription status corrected and confirmation email sent to customer.,
TKT-303299,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Open,Data Sync Issue,2023-03-16,P3,Security settings updated and customer notified of precautionary measures.,
TKT-301874,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Resolved,Subscription Cancellation,2022-03-01,P1,Bug logged internally and workaround shared with the customer.,
TKT-342486,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Resolved,Refund Request,2022-01-21,P3,Subscription status corrected and confirmation email sent to customer.,
TKT-321057,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,Resolved,Performance Issue,2024-11-15,P2,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-392402,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Resolved,Subscription Cancellation,2022-04-21,P2,Security settings updated and customer notified of precautionary measures.,
TKT-296313,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Resolved,Data Sync Issue,2022-12-26,P2,Subscription status corrected and confirmation email sent to customer.,
TKT-248963,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Open,Feature Request,2023-08-01,P3,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-277520,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,In Progress,Performance Issue,2023-03-12,P4,Security settings updated and customer notified of precautionary measures.,
TKT-369125,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Open,Data Sync Issue,2024-01-31,P4,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-342740,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,In Progress,Account Suspension,2023-12-06,P1,The issue was escalated to engineering and resolved in the latest patch.,
TKT-304118,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Open,Data Sync Issue,2023-08-15,P3,The issue was escalated to engineering and resolved in the latest patch.,
TKT-308211,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Resolved,Subscription Cancellation,2022-11-18,P3,Bug logged internally and workaround shared with the customer.,
TKT-372831,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Closed,Security Concern,2024-11-02,P3,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-375725,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Closed,Account Suspension,2023-10-04,P4,Explained billing breakdown and clarified applicable charges.,
TKT-341291,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,In Progress,Data Sync Issue,2024-06-23,P3,Subscription status corrected and confirmation email sent to customer.,
TKT-242275,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Pending Customer,Performance Issue,2023-01-10,P2,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-258056,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Closed,Account Suspension,2024-11-07,P1,We have reset the account credentials and advised the customer to retry login.,
TKT-231143,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Open,Security Concern,2023-06-05,P2,Explained billing breakdown and clarified applicable charges.,
TKT-374658,[REDACTED_PERSON],The system is not syncing data across devices properly.,Open,Account Suspension,2022-02-05,P3,We have reset the account credentials and advised the customer to retry login.,
TKT-272452,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Open,Security Concern,2023-05-14,P3,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-212593,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Closed,Data Sync Issue,2023-03-29,P1,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-371311,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Closed,Security Concern,2024-11-13,P1,Subscription status corrected and confirmation email sent to customer.,
TKT-311485,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Pending Customer,Data Sync Issue,2022-01-09,P4,Bug logged internally and workaround shared with the customer.,
TKT-336466,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Closed,Bug Report,2023-12-03,P2,Security settings updated and customer notified of precautionary measures.,
TKT-315917,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Pending Customer,Performance Issue,2024-08-01,P4,Data synchronization restored after backend service restart.,
TKT-385767,[REDACTED_PERSON],The system is not syncing data across devices properly.,Resolved,Performance Issue,2022-04-21,P1,Data synchronization restored after backend service restart.,
TKT-299047,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Resolved,Payment Problem,2024-10-29,P3,We have reset the account credentials and advised the customer to retry login.,
TKT-215603,[REDACTED_PERSON],The system is not syncing data across devices properly.,Open,Security Concern,2023-05-16,P1,Explained billing breakdown and clarified applicable charges.,
TKT-324646,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Pending Customer,Performance Issue,2023-05-20,P1,Data synchronization restored after backend service restart.,
TKT-222572,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Resolved,Security Concern,2023-02-02,P4,We have reset the account credentials and advised the customer to retry login.,
TKT-376907,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Resolved,Refund Request,2022-08-29,P3,Explained billing breakdown and clarified applicable charges.,
TKT-397782,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,In Progress,Bug Report,2022-09-04,P4,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-319309,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Resolved,Subscription Cancellation,2023-09-08,P2,Security settings updated and customer notified of precautionary measures.,
TKT-338697,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,In Progress,Security Concern,2024-10-31,P4,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-313540,[REDACTED_PERSON],The system is not syncing data across devices properly.,In Progress,Refund Request,2022-12-29,P4,Bug logged internally and workaround shared with the customer.,
TKT-325732,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Pending Customer,Subscription Cancellation,2024-03-10,P4,We have reset the account credentials and advised the customer to retry login.,
TKT-350367,[REDACTED_PERSON],I would like to request a refund for the recent charge.,In Progress,Account Suspension,2022-04-18,P4,Payment gateway timeout issue fixed and monitoring implemented.,
TKT-299893,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,In Progress,Refund Request,2022-08-24,P3,The issue was escalated to engineering and resolved in the latest patch.,
TKT-243853,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,In Progress,Refund Request,2023-02-25,P4,Data synchronization restored after backend service restart.,
TKT-267689,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Resolved,Login Issue,2023-12-26,P3,The issue was escalated to engineering and resolved in the latest patch.,
TKT-285587,[REDACTED_PERSON],The system is not syncing data across devices properly.,In Progress,Data Sync Issue,2023-02-22,P4,The issue was escalated to engineering and resolved in the latest patch.,
TKT-302962,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Pending Customer,Data Sync Issue,2022-12-15,P2,Subscription status corrected and confirmation email sent to customer.,
TKT-261122,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Closed,Payment Problem,2024-06-25,P1,The issue was escalated to engineering and resolved in the latest patch.,
TKT-363658,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Pending Customer,Performance Issue,2022-03-29,P3,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-264261,[REDACTED_PERSON],I found a bug in the latest update affecting report generation.,Open,Account Suspension,2022-12-27,P4,The duplicate charge was reversed and refund processed within 3-5 business days.,
TKT-231229,[REDACTED_PERSON],There seems to be a discrepancy in my billing statement for this month.,Closed,Payment Problem,2023-08-30,P2,The issue was escalated to engineering and resolved in the latest patch.,
TKT-229190,[REDACTED_PERSON],The application crashes whenever I try to upload a file.,Resolved,Subscription Cancellation,2023-12-26,P1,Explained billing breakdown and clarified applicable charges.,
TKT-252705,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,In Progress,Payment Problem,2024-06-26,P2,We have reset the account credentials and advised the customer to retry login.,
TKT-314320,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,In Progress,Login Issue,2024-05-09,P2,We have reset the account credentials and advised the customer to retry login.,
TKT-293873,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,In Progress,Payment Problem,2024-05-23,P2,Subscription status corrected and confirmation email sent to customer.,
TKT-368979,[REDACTED_PERSON],The payment was deducted from my bank account but the transaction shows failed.,Open,Bug Report,2022-09-08,P1,Bug logged internally and workaround shared with the customer.,
TKT-287552,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,In Progress,Security Concern,2024-08-14,P1,Bug logged internally and workaround shared with the customer.,
TKT-387770,[REDACTED_PERSON],The system is not syncing data across devices properly.,In Progress,Performance Issue,2024-11-02,P2,Subscription status corrected and confirmation email sent to customer.,
TKT-293240,[REDACTED_PERSON],The system is not syncing data across devices properly.,Resolved,Login Issue,2024-02-20,P2,Explained billing breakdown and clarified applicable charges.,
TKT-369939,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Open,Account Suspension,2022-06-28,P3,Bug logged internally and workaround shared with the customer.,
TKT-345439,[REDACTED_PERSON],I am experiencing very slow performance while using the dashboard.,Pending Customer,Login Issue,2023-12-19,P2,Explained billing breakdown and clarified applicable charges.,
TKT-318151,[REDACTED_PERSON],I would like to request a refund for the recent charge.,Resolved,Payment Problem,2023-07-19,P2,The issue was escalated to engineering and resolved in the latest patch.,
TKT-385694,[REDACTED_PERSON],I would like to request a refund for the recent charge.,In Progress,Performance Issue,2024-06-08,P1,The issue was escalated to engineering and resolved in the latest patch.,
TKT-366715,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Open,Refund Request,2024-10-29,P2,Provided step-by-step troubleshooting instructions and issue resolved.,
TKT-233401,[REDACTED_PERSON],My subscription was cancelled without my request and I need clarification.,Open,Data Sync Issue,2023-08-30,P1,We have reset the account credentials and advised the customer to retry login.,
TKT-335105,[REDACTED_PERSON],I am unable to access my account after entering the correct credentials.,Resolved,Bug Report,2024-10-17,P4,We have reset the account credentials and advised the customer to retry login.,
TKT-325928,[REDACTED_PERSON],Two-factor authentication codes are not being delivered to my phone.,Resolved,Feature Request,2024-05-10,P3,Bug logged internally and workaround shared with the customer.,
